text,humor
"Iran's main opposition leaderless, but insists it's not a spent force ",True
"Saudi warns U.N., aid workers to leave rebel-held areas in Yemen ",True
"Brother of ex-Chinese official sharing golf secrets in U.S., not state secrets - attorney ",True
South Sudan president Kiir appoints rival Machar as vice president ,True
"Obama, Netanyahu may agree defense deal in Washington next month, envoy says ",True
Russia boosts ties with Iraq in challenge to U.S. influence ,True
South Africa to procure nuclear energy at affordable scale: Zuma ,True
Russia raises specter of permanent or 'world war' if Syria talks fail ,True
"Central Europeans need to do more to help refugees, U.N. agency says ",True
Myanmar's outgoing president cancels visit to U.S.-ASEAN summit next week ,True
Former Pakistan military leader Musharraf hospitalized with chest pain ,True
Cypriot president says peace talks make progress but work needed ,True
" Einstein was right, again: gravitational waves detected.  ",True
U.N. mission sends Burundi officers home over unrest ,True
"Biden, Poroshenko discuss need for reforms in Ukraine: White House ",True
U.S. has 'significantly' upped strikes on Islamic State in Afghanistan: general ,True
Who’s paying for the WHO – and for how long?  ,True
French PM Valls says new government to keep up reforms ,True
Romanian PM dismisses tax chiefs over EU funds fraud inquiry ,True
LIGO finds gravitational waves - and here's how Twitter reacted.  ,True
Kremlin critic Navalny files lawsuit against Putin ,True
Iraqi PM discourages Kurdish independence referendum ,True
France's Hollande reshuffles his government before 2017 elections ,True
Kerry wants 'all or nothing' truce at Syria talks ,True
NATO allies launch sea mission against people-smugglers:  ,True
U.N. rights expert accuses Israel of excessive force against Palestinians ,True
North Korea says South's pulling out of industrial zone is a 'declaration of war':  ,True
Ripple effect: scientists await word on gravitational waves -  ,True
EU leaders left to iron out remaining issues in Britain talks next week ,True
French left-winger to run for presidency in setback for Hollande:  ,True
"U.S. planes bombed Aleppo, not ours: Russia -  ",True
Greeks at frontline of migrant crisis angry at Europe's criticism ,True
"Attacker shoots at offices in Saudi Arabia, six dead ",True
Gun attack on Education Department in Saudi Arabia killed six employees,True
South's move out of industrial zone seen as 'declaration of war' by North Korea:  ,True
U.S. tells allies campaign to defeat Islamic State must be accelerated ,True
Prison riot in northeast Mexico kills dozens: local media ,True
"Auschwitz guard, 94, goes on trial in Germany:  ",True
Pro-government forces seize camp outside Yemen capital ,True
Turkish security operations against militants in southeast town complete: interior minister ,True
Turkey's Erdogan warns patience will run out on Syria:  ,True
"Turkey-Israel talks to restore ties going well, no deal yet: AKP spokesman ",True
"Yen, bonds, gold all gain at dollar's expense, stocks slump:  ",True
Iran's Rouhani calls for political unity before crucial votes: TV ,True
"EU warns UK deal 'fragile' as Paris, East seek changes:",True
"China warns on South China Sea as U.S., India consider patrols ",True
"Auschwitz guard, 94, stands trial in Germany ",True
"Any NATO refugee mission would go after smugglers, U.S.'s Carter says ",True
Suspected Islamist militants kill three at Mali customs post ,True
Nigeria faces new rift over alleged Shi'ite massacre ,True
Indian soldier found alive after six days buried under avalanche dies ,True
"Australia directed officials how to address Nauru rights concerns, documents show  ",True
French left-winger Melenchon to run for presidency in upset for Hollande ,True
Netherlands to form 300-strong border guard for international missions ,True
"Russia says U.S. planes bombed Syria's Aleppo on Wednesday, not Russian ones: TASS  ",True
Flint has highest rate of vacant homes in United States: report  ,True
Dozens face riot charges over Hong Kong Lunar New Year violence ,True
"Greek navy helicopter crashes in Aegean, killing three ",True
FBI tightens grip on final occupiers at Oregon wildlife refuge  ,True
Thailand's 'sea gypsies' fight for access to ancestral shrines ,True
Syrian Kurdish forces said to capture most of rebel-held former military airport ,True
Australian looks set for climate skeptic deputy PM ,True
North Korea feels global pressure but not completely ostracized ,True
"Short of options, Sri Lanka turns back to Beijing's embrace  ",True
FBI moving in on last four occupiers at Oregon wildlife refuge  ,True
"North Korea satellite not transmitting, but rocket payload a concern: U.S.  ",True
"Ex-president of El Salvador faces trial over source of $700,000 ",True
"Turkey, Greece seek NATO mission in Aegean: German official ",True
"With fewer U.S. troops in Afghanistan, pressure grows for more air strikes ",True
Senate votes overwhelmingly for tougher North Korea sanctions ,True
Consternation at Austrian case of Nazi camp survivors called 'a plague' ,True
U.N. Security Council members push Russia to stop Aleppo bombing ,True
Russia proposes March 1 ceasefire in Syria: Western official ,True
Female suicide bombers kill over 60 people in northeast Nigeria: officials. ,True
Syrian rebels demand U.S. action ahead of peace talks:  ,True
Damascus expects tough but short battle for Aleppo ,True
Poland to join fight versus Islamic State in return for NATO help in east ,True
Norway is soul-searching over killer Breivik's lawsuit.  ,True
U.S. says raised concerns with Rwanda over its activities in Burundi ,True
Prosecutor recommends life in prison for former Chad ruler ,True
More than 60 people killed in suicide bombs in Nigeria: officials ,True
U.S. and India are considering joint patrols in South China Sea - U.S. official.  ,True
EU-UK deal 'very fragile' but Tusk hopeful for summit ,True
"North Korea has executed its army chief of staff, according to South Korean media reports.  ",True
Stalin-era prison chief jailed for 20 years in Romania:  ,True
Latest poll indicates growing support for British EU exit ,True
Colombian rebels promise end to use of child soldiers ,True
Putin may benefit from meeting of pope and patriarch ,True
U.S. envoy says Islamic State branch in Libya greatest cause for concern ,True
Saudi King Salman to visit Moscow in mid-March: RIA cites Kremlin aide ,True
"Follow the gun, save the elephant:  ",True
"France's Fabius leaves office, wider reshuffle due:  ",True
"In Yemen war, hospitals bombed to rubble, starvation spreads ",True
"Greek PM offers talks on pension reform, rebuffed by farmers:  ",True
Erdogan chastises U.S. over support for Syrian Kurds:  ,True
Wounded Syrian rebels say Russia crippling their insurgency ,True
German train crash investigations focus on signal controller: source ,True
Probe into German train crash is focusing on human error by signals controller - source involved in investigation.,True
NATO to agree new Russian deterrent but avoid Cold War footing ,True
North Korea executes army chief of staff - South Korean media:  ,True
Israeli troops kill stone-throwing Palestinian youth in West Bank ,True
Somali militants planning attacks disguised as peacekeepers: AU force ,True
"Iran to upgrade missiles, get Russian defense system: minister:  ",True
"U.S. &amp, India consider joint patrols in South China Sea - U.S. official -  ",True
Ayatollah Khomeini's grandson banned from running in Iran election after losing appeal ,True
At least six killed at Cameroon funeral by two suicide attackers ,True
North Korea satellite in stable orbit but not seen transmitting: U.S. sources -  ,True
Kremlin critic Mikhail Kasyanov says life threatened in Moscow incident ,True
"Forensic team finds remains in Mexico dump, but no sign of 43 students:  ",True
"France's Fabius leaves office, reshuffle due ",True
Russia says NATO's planned easward build-up is destabilizing ,True
Scant hope of Syria peace breakthrough as Russia pounds rebels ,True
Fighting kills at least 500 in Aleppo province since Syrian army offensive began: monitor ,True
"Turkey detains 34 people with explosives, suicide vests at Syrian border: media ",True
U.S. to study Zika link to Guillain-Barre in Puerto Rico  ,True
"Kurdish militants kill three Turkish security force members: army, media ",True
Libya must lead anti-Islamic State effort: Egypt's foreign minister ,True
"Trump raps Merkel over migrants, says U.S. could have good relations with Putin ",True
Report card on aboriginal Australians paints bleak picture  ,True
Legal proceedings for Sgt. Bergdahl halted due to classified material  ,True
U.N. to discuss Syria humanitarian situation ahead of Munich talks ,True
White House: disputes over South China Sea must not involve 'bullying' ,True
French plan advances to strip passports from those convicted of terrorism ,True
U.S. looks to shore up allies' support to battle Islamic State ,True
Islamic State unlikely to be ejected from Mosul in 2016: U.S. general ,True
Founding members say European Union is in bad shape ,True
Chad president says will reintroduce constitutional term limits ,True
Iraqi PM calls for major cabinet reshuffle ,True
This was Twitter's reaction to the Fishball Revolution in Hong Kong:  ,True
North Korea may recover plutonium from restarted nuclear reactor within weeks: U.S.  ,True
"EU executive to push Greece, Italy more on migration ",True
The U.N. fears that Syrian siege could starve off civilians:  ,True
"Poland, courting NATO, plans to boost Middle East military involvement ",True
Damascus vows to recapture Aleppo from rebels. More here:  ,True
China confirms its first imported Zika case: Xinhua news agency.  ,True
North Korea may get plutonium from restarted reactor in weeks: U.S. ,True
Turkish soldier killed in operations against PKK militants ,True
U.S.-Iranian businessman's jailing sends chilling message to investors ,True
Turkey summons U.S. envoy over comments on Kurdish PYD in Syria ,True
North Korea satellite launched on weekend has stabilized in orbit around Earth: U.S. official,True
EU eyes shifting some development funds toward tackling migration crisis ,True
Greek ex-finance minister Varoufakis launches democracy movement ,True
North Korea moves toward fielding long range missile system: U.S. Intelligence Director  ,True
Hawaii's Big Island declares emergency over dengue fever infections:  ,True
U.N. fears Aleppo's isolation if troops surround the city:  ,True
South African opposition asks court to rule on Zuma's home upgrade ,True
Doctoring the W.H.O. The World Health Organization tries to heal itself ,True
Protests intensify in Iraqi Kurdistan amid economic crisis ,True
Man sets himself on fire outside London palace of Prince William ,True
Global stocks hit the rocks after Asian markets slump:  ,True
"How do the U.S. primary elections work? Here's a short explainer -
",True
"IEA sees global oil glut worsening, OPEC deal unlikely:  ",True
Bosnian Serb general Zdravko Tolimir dies in The Hague ,True
Syrian opposition insists Russia should end air strikes: Interfax:  ,True
North Korea turns to 'old workhorse' rocket to repeat past success:  ,True
Swedish prosecutor preparing new application to interview Assange ,True
Death of former leader poses potential problems for Nepal:  ,True
Hong Kong riot police fire warning shots in bloody street clashes:  ,True
"Car bomb explodes in Damascus market, several killed: Syrian TV ",True
U.N. fears for hundreds of thousands if Syria troops encircle Aleppo ,True
Thirst for coffee sparks supply worries. Watch:  ,True
"Turkey sees 70,000 Syrian refugees reaching border, 'won't close gates,' says PM ",True
"Eight people killed in German train crash, 100 injured: Bavarian police",True
The recapture of Aden fails to provide any respite from Yemen's civil war:  ,True
Iraqi military advance reconnects Ramadi to key army base ,True
Indian soldier pulled out alive after six days buried in snow ,True
"Several dead, about 100 injured in German train collision, say police ",True
U.S. troop reinforcements head for embattled southern Afghan province ,True
Arrest warrant issued for Taiwan developer after deadly quake  ,True
"Politics, princess's trial cast Spain's King Felipe in testing role ",True
Arrest warrant issued for Taiwan building developer ,True
Wave of Aden killings tests Gulf role in Yemen  ,True
Gold on course for longest winning run since 2011  ,True
PM calls for peace on Haiti's first day with no president ,True
Two corpses found in Mexico after apparent abduction ,True
Hong Kong riot police clash with protesters amid crackdown on street vendors  ,True
FBI agent says evidence manipulated in Baltimore 'Serial' hearing  ,True
U.S. military seeks to prepare Africa for shifting terror threat ,True
Wife of Islamic State leader charged in death of American: U.S. Justice Dept. ,True
U.N. group agrees to aircraft CO2 emission standards:  ,True
Dissident Irish nationalists claim fatal Dublin shooting: BBC ,True
Laptop bomb may have blown hole in Somali plane: U.S. officials ,True
Arab-Israeli lawmakers suspended for meeting families of killed Palestinians ,True
"U.S. stepping up push for ceasefire, aid in Syria: officials ",True
Israel may bank on Obama's successor for future U.S. aid pact: minister ,True
Saudi Arabia says open to sending special forces into Syria ,True
Colombia says rebels must free hostages before any peace talks ,True
Signs of life after Taiwan quake as eight-year old girl is pulled from the rubble.  ,True
U.S.-led air strikes have helped force ISIS to halve fighters' pay: senior U.S official.  ,True
What’s wrong with the World Health Organization? Diagnosis here:  ,True
Migrant arrivals to Greece's Lesbos rise after days of bad weather ,True
At least 21 Hutus killed in 'alarming' east Congo violence: U.N. ,True
Four killed in crash of Russian military helicopter ,True
"More survivors rescued two days after Taiwan quake, but death toll could exceed 100:  ",True
Kerry hopes for talks in weeks on ending Yemen conflict ,True
Turkey's Erdogan threatened to flood Europe with migrants: Greek website ,True
"Obama, Italy's Mattarella discuss fight against Islamic State in Libya ",True
"Swiss use tear gas, rubber bullets to break up Kurdish rally ",True
"Iran wants payment in euros for new and outstanding oil sales, says source.  ",True
Russian firepower helps Syrian forces edge toward Turkey border in major offensive:  ,True
U.S. officials tell athletes that skipping Olympics over Zika fears is an option  ,True
"Libya forces say conduct strikes on Islamic State in Derna, plane crashes ",True
Zika is discouraging many in the U.S. from Latin America travel. Read our  ,True
Canada to end bombing missions in Iraq and Syria ,True
Uganda police buy anti-riot gear ahead of Museveni's re-election bid ,True
"UAE plans to trim ministries, outsource most government services: PM ",True
Obama to meet with Jordan's King Abdullah: White House ,True
Groups urge Kerry to work for release of U.S. businessman held in Iran ,True
Tens killed in clashes in Turkey's Kurdish southeast ,True
Thousands of refugees may enter Britain if it leaves EU: Cameron ,True
"Faced with new influx, Turkey's open door for migrants may be closing ",True
Islamic State claims car bomb blast in Saudi capital ,True
New dinosaur species offers evolutionary clues:  ,True
Israel eyes more entry permits to Palestinian workers to douse tensions ,True
"Israel NGO bill, seen as targeting left-wing groups, set to cross first hurdle ",True
"From beyond the grave, 'Iron Lady' Thatcher haunts Britain's EU debate ",True
The World Health Organization’s critical challenge: healing itself -  ,True
Australian woman freed by al Qaeda says her husband is still alive ,True
Outraged Italy demands justice for student slain in Egypt ,True
Skipping Olympics is an option: U.S. officials - #Zika ,True
"Migrants' boat capsizes off Turkish coast, 22 drown: coast guard ",True
"ISIS forced to cut fighters' pay 50 percent because of airstrikes, says Glaser ",True
Myanmar presidential vote to start on March 17 as transition talks drag on:  ,True
North Korea rocket launch may spur U.S. missile defence buildup in Asia:  ,True
Zika virus discourages many Americans from Latin America travel -  ,True
Russian firepower helps Syrian forces edge toward Turkey border ,True
Podcast: Big changes for Israel's elite war machine. Download and find out why:   ,True
North Korea rocket launch may spur U.S. missile defense buildup in Asia ,True
Somalia plane bomber was meant to be on Turkish flight: airline executive ,True
Russia holds Islamic State group suspected of planning attacks: Ifax ,True
U.S. athletes should consider not attending Olympics if fear Zika: officials -  ,True
"Two more Taiwan quake survivors found, toll could exceed 100:  ",True
China offers rewards for online 'terrorist' tip-offs - Xinhua:  ,True
"Suicide bomber in Afghan city kills three, wounds 14:  ",True
"Some Australian asylum seekers to be deported have cancer, terminal illnesses  ",True
Myanmar presidential vote set for March 17 as transition talks drag on  ,True
"Box Office:‘Kung Fu Panda 3’ trumps ‘Hail, Caesar!  ",True
"To protect Chinese investment, Pakistan military leaves little to chance  ",True
"Haiti's mood grim as president leaves with no replacement, Carnival delayed  ",True
New York steps up efforts on crane safety after deadly collapse  ,True
"North Korean patrol boat crosses to South, retreats after warning shots ",True
Haiti postpones Carnival as president steps down amid unrest ,True
"Hollande, Merkel stress migrant crisis needs EU solution ",True
German police raid homes of suspected militants near western city of Mainz ,True
"Decrying graft, Pope to tour poor, violent corners of Mexico ",True
"Chilean alleges sex abuse cover-up, asks pope to sack bishop ",True
"Iran-backed militia warns against sending Arab forces to Syria, Iraq ",True
U.N. rights chief meets families of Sri Lanka's war victims ,True
Egyptian police shoot four suspected militants in raid near Cairo ,True
"U.S., allies conduct 17 strikes against Islamic State: U.S. military ",True
Second member of IS execution cell identified as Briton: report ,True
Saudi King Salman calls for others not to interfere in kingdom ,True
"Obscure at home, 'Texas Daddy' is a right-wing darling in Japan ",True
"Burundi grenade attacks kill four, including a child ",True
Spain arrests seven with suspected Islamist militant links ,True
Bootleg liquor kills at least 24 in Indonesian village: media ,True
Algerian lawmakers pass reforms boosting parliament powers ,True
Several dual citizens in Iran face espionage charges: official ,True
Turkey delivers aid across border as Syrian forces step up Aleppo assault ,True
"In Aleppo, underground schools face bombardments and burnout ",True
Majority of Spaniards would prefer centre-left coalition: poll ,True
"Sudanese migrant stabs Israeli soldier, is shot dead: police ",True
UK PM Cameron rebuked by party members for ignoring their views on EU ,True
UAE says ready to send ground troops to Syria ,True
"Unidentified aircraft bombs Libya's Derna, three dead: witness ",True
Britons vote Thatcher most influential woman of past 200 years  ,True
"In southern Africa, an illusion built on aid heralds hope and hunger ",True
Malaysia's new Twitter police target critics of PM Najib  ,True
Tunisia. Five years after the 'Arab Spring' Photo essay:  ,True
North Korea launches rocket it says is carrying satellite  ,True
Tunisia finishes Libya border fence intended to keep out militants ,True
Iraq's water minister judges only tiny danger of Mosul dam collapse ,True
"Iranian-British ex-BBC journalist is in Evin prison, relatives say ",True
Australian woman freed after kidnap by al Qaeda in Burkina Faso ,True
Syrian President Assad's mother dies aged 86: state media ,True
Austria threatens to extend border controls: newspaper ,True
Haiti set to form transitional government to fill power vacuum ,True
Five Czechs killed as huge Austrian avalanche buries 17 ,True
"Dutch 'no' on Ukraine pact would force rethink, minister says ",True
El Salvador detains ex-soldiers for 1989 Jesuit priest killings ,True
Nations aim for Afghan peace talks with Taliban by end-February ,True
Anti-Islam movement PEGIDA stages protests across Europe ,True
Iraqi PM rejects idea of building security wall around Baghdad ,True
Stade de France reopens for first time since Paris attacks ,True
Hundreds more candidates allowed to contest Iran election ,True
Somalia says bomb caused plane blast ,True
Sri Lankan nationalists protest U.N. rights chief's visit on war crimes ,True
"U.S., allies conduct 16 strikes against Islamic State: U.S. military ",True
"Turkey must cut migrant flows to Europe, top EU official says ",True
Egypt returns body of slain Italian student -state news agency ,True
"Explosion kills eight, injures dozens in Pakistan city of Quetta ",True
British member of Vatican sexual abuse commission leaves ,True
Al Qaeda claims responsibility for attack on U.N. base in Mali ,True
Afghan interior minister close to quitting as crisis deepens: sources ,True
"Syrian foreign minister warns Saudis against incursion, will be resisted ",True
Merkel urges better protection of EU external borders ,True
"Nigerians have image problem abroad, hampers emigration to West: president ",True
Austria's finance minister asks EU to cover costs of additional migrants ,True
Three British troops injured in covert operation in Iraq - Mirror ,True
Australian state premier offers 267 asylum seekers refuge ,True
Iran mocks Saudi offer to send ground troops to Syria ,True
China faces diplomatic 'crisis' over missing Hong Kong booksellers  ,True
"On Turkish side of border, Syrian refugees wait and worry ",True
Al Qaeda mourns death of top commander in Yemen ,True
Efforts to revive Afghan peace talks continue in Pakistan ,True
"Unpaid and angry, some Chinese workers ditch holidays to protest  ",True
"As Myanmar powerbrokers talk, could Suu Kyi emerge as president? ",True
"Australian foreign minister met Assange lawyers, offers consular assistance  ",True
"Pentagon releases photos tied to Afghan, Iraq detainee abuse  ",True
"Despite Libya urgency, hurdles to quick action against Islamic State ",True
Guinea journalist killed in clashes between opposition factions ,True
"Earthquake in Taiwan causes building collapse. 123 people rescued so far, say firefighters.  ",True
Syrian govt. not serious about political solution: rebel leader ,True
"North Korea could be ready for missile launch by Super Bowl, U.S. source says:  ",True
Haiti protesters stone man to death as political crisis deepens ,True
North Korea could be ready to launch missile test by Super Bowl Sunday: U.S. intelligence,True
Al Qaeda group claims kidnapping of Australians in Burkina Faso ,True
Magnitude 6.4 earthquake hits southern Taiwan: USGS ,True
Satellite images show arrival of fuel trucks at North Korea launch site: think tank ,True
Taiwan's local city government in Tainan confirms half collapsed building after 6.7 magnitude earthquake.,True
"With China's economy growing at its slowest in 25 years, tensions are rising:  ",True
"Canada to boost troops in anti-ISIS mission, keep some planes: source ",True
German spy agency says Islamic State is sending fighters disguised as refugees:  ,True
"U.S., Britain eye letting UK spy agencies seek email, chat data from U.S. companies ",True
Serbian minister dismissed over insult to journalist ,True
France's FN under fire from within over its anti-euro stance ,True
"Nunchaku, street fighting and swordplay by a team of youths. Meet the ninjas of Gaza:  ",True
Germany's domestic intelligence agency says ISIS sending fighters disguised as refugees:  ,True
Italian student killed in Egypt criticized Cairo government in articles ,True
"Hotel fire in Iraqi Kurdistan kills 17, governor tells local TV ",True
U.N. migration chief says Angela Merkel is a hero ,True
"WikiLeaks' Assange calls on Sweden, Britain to allow him freedom after U.N. panel report:  ",True
Militant group sidelined as Turkey unveils plan to end Kurdish unrest:  ,True
German spy agency head says ISIS sending fighters disguised as refugees:  ,True
China's Xi says dedicated to maintaining peace on Korean peninsula ,True
"U.S. and allies aim to track North Korean rocket, launch window from Monday ",True
Israeli troops shoot dead a Palestinian teen hurling Molotov: army ,True
"Armed with new U.S. money, NATO to strengthen Russia deterrence ",True
"Ukraine needs new-look government, says outgoing economy minister ",True
Scuffles break out over construction of migrant center on Greek island of Kos ,True
EU negotiators dissect but don't demolish draft deal for Britain ,True
UK to spray insecticide inside planes from Zika-affected regions:  ,True
Syrian rebel commander says northern Aleppo countryside 'totally encircled':  ,True
"German far-right's language is close to that of Nazis, Gabriel says ",True
"French PM defends emergency rule, says terror threat 'here to last' ",True
PM Cameron wins approval from Poland's Kaczynski on deal to keep Britain in EU ,True
Travel agency in isolated Gaza recalls the 'golden' 1950s ,True
Indian trucks cross freely into Nepal for first time in four months ,True
Pope to hold historic meeting in Cuba with Russian Orthodox Church head: Vatican ,True
"China says 49 detained for Tianjin blasts, losses at $1 billion ",True
Iraq's top Shi'ite cleric suspends weekly political sermons ,True
More than 100 people 'unaccounted for' after South Africa mine collapse - union ,True
European Parliament calls for release of HK booksellers detained in China ,True
"Poland wants Britain in EU, backs some of Cameron's proposals ",True
China says told North Korea does not want to see tensions rise  ,True
"It's complicated, China says of relationship with Taiwan ",True
Tropical Tonga declares Zika outbreak after five cases confirmed ,True
Russia won't firm control over conventional arms in Europe while NATO boosts activity -Interfax ,True
"Syrian army, allies seize town in southern province Deraa: Al Manar, monitor ",True
"Asia stocks subdued before U.S. jobs data, dollar wobbles  ",True
Travel to Australian child abuse inquiry a health risk for Vatican treasurer: lawyer ,True
Australia may crack down on Syrian refugees: leaked document ,True
"Holed up in Ecuador's embassy, WikiLeaks' Assange to win support from U.N. panel  ",True
Haiti's leader vows to leave power on Sunday as protests intensify ,True
"Mexican ombudsman accuses marines of torture, assault ",True
German spy agency got 100 tip-offs about ISIS fighters among refugees: report ,True
New U.S. intelligence report says Islamic State weaker ,True
U.S.'s Carter says focus in Libya is now on political change ,True
Peru may bar presidential hopeful from April elections ,True
U.S. assets to track expected North Korean space launch: Carter ,True
Ukraine government puts on united front amid political crisis ,True
"Germans make refugees feel at home with buddy schemes, cooking and sport ",True
"In Northern Ireland, you can buy a former nuclear bunker that was a state secret until 2007:  ",True
This ancient wildebeest cousin boasted a bizarre dinosaur-like trait:  ,True
Saudi Arabia says it's ready to take part in any U.S.-led ground operations in Syria:  ,True
Russia and Turkey trade accusations over Syria:  ,True
Saudi Arabia willing to send ground troops to Syria to fight ISIS: AP ,True
Brazil police include Lula in investigation of auto sector bills ,True
Iran says good commercial relations with Britain can resume ,True
U.N. experts find bid to smuggle Congo arms via Rwanda to Burundi rebels ,True
Russia expects Syria talks to resume by Feb. 25: ambassador to U.N. ,True
Many Iranian women and youth feel failed by reformists ahead of vote ,True
Congolese army attacked U.N. troops meeting Islamist rebels: U.N. ,True
 Iconic images from the Syrian war.  ,True
Britain's pro-EU campaign predicts big victory in vote ,True
Iran's Zarif says does not know about BBC journalist ,True
"U.N. panel rebukes Iran for allowing sex, execution at nine years old ",True
Syrian army source says Aleppo will soon be encircled by government forces:  ,True
'Turning gold into lead': Hollande squanders post-attack bounce ,True
Major airlines offer to re-assign crew from Zika-hit routes.  ,True
Woman in hiding tells why she blew whistle on Paris attacker ,True
We will be deleting our incorrect tweet. Please see our correction.  ,True
"CORRECTION: Brazil health officials confirm Zika virus was transmitted through a blood transfusions last year, not two.",True
"WikiLeaks' Assange 'unlawfully detained' in Ecuador embassy, U.N. panel to rule ",True
"Syrian army sees Aleppo encircled soon, rebels hope for more weapons -  ",True
Irish election hopefuls spar over century-old uprising ,True
Two Israeli teens get lengthy jail terms for Palestinian youth's murder ,True
"Khamenei's top aide says Tehran, Moscow ink $40 billion in projects: agencies ",True
Saudia airlines says bomb threat on Madrid-Riyadh flight is a hoax ,True
Turkey reinstates Vatican envoy after row over pope's Armenian remarks ,True
"Red Cross delivers food, medicine to besieged Syrian town ",True
Polish president's jet 'disintegrated' mid-air in 2010: minister ,True
General alarm raised in Madrid airport after threat on Saudi flight: Aena Twitter ,True
Iranian to strengthen missile program: commander-in-chief ,True
Afghanistan's Abdullah expects talks with Taliban in months ,True
Russian military trainer was killed in Syria's Homs: newspaper ,True
UK police to arrest Wikileaks founder Julian Assange if he leaves the Ecuadorian embassy:  ,True
Two Israeli Arab girls held for stabbing security guard: police ,True
Italy summons Egyptian ambassador over suspicious Cairo death ,True
Syrian army source sees Aleppo encircled soon ,True
"WikiLeaks' Assange says to leave Ecuador embassy, accept arrest if loses UN case  ",True
Signs of torture on body of Italian student who went missing in Egypt: security officials ,True
"To silence propaganda, Iraq seeks to take Islamic State offline  ",True
Observation flight requested by Russia over Turkey did not occur - Turkish foreign ministry ,True
Number of anti-Semitic incidents in Britain falls ,True
Greeks strike against leftist government's pension plans ,True
Drone strike kills six suspected militants in central Yemen ,True
"China pilots told to rise above prostitution, gambling and drink ",True
Isolated Nepal PM could be toppled by constitution crisis ,True
"WikiLeaks' Assange says to leave Ecuador embassy, accept arrest if loses U.N. case  ",True
"Julian Assange will leave Ecuador embassy, accept arrest if loses U.N. case: Wikileaks ",True
Burundi rebels say trained by Rwandan military - U.N. experts  ,True
"Ahead of Chinese New Year, Xi pushes economic, military reform  ",True
IRS says experiencing computer failure  ,True
Grand jury indicts 16 in connection with Oregon occupation  ,True
"Argentina's Peronist opposition party splits, boost for Macri ",True
North Korea's mobile missile launcher seen moving: Japan's NHK ,True
Britain pledges extra $1.75 billion for Syria before donor conference ,True
Use of 'dictator law' rises in Thailand as junta's reforms falter ,True
U.S. rejects 30 Syrian refugees amid tightened security ,True
Italian student missing in Egypt likely dead: Italian foreign ministry ,True
Churches offer sanctuary as U.N. criticizes Australian asylum policy ,True
Suicide attack targets home of security chief in Yemen's Lahej: residents ,True
Cameron says to assert British parliament is sovereign over EU laws ,True
France's Hollande sounds out environmentalist to join government in reshuffle ,True
EU's Tusk to caution Britain's Cameron on Thursday on risks to EU deal ,True
Hungarians protest tight government control of education ,True
Don't take Lebanon's stability for granted: U.N. envoy ,True
British Airways to resume flights to Iran ,True
Walls and watchtowers rise as Turkey tries to seal border against Islamic State ,True
Syrian army and allies break rebel siege of Shi'ite towns:  ,True
Mortar bombs from Syria land near Turkish soldiers clearing mines ,True
U.S. will take action against Islamic State threat in Libya if needed: White House ,True
"Support for Merkel at four-and-a-half year low, doubts grow over refugee policy ",True
EU approves Turkey migration fund as Italy drops objections ,True
Second batch of U.S. F-16 jets arrives in Iraq ,True
Lebanon Hezbollah's TV station says Syrian army breaks rebel siege of Shi'ite towns ,True
"Differences in Islam play role in refugee crisis, says UK ex-foreign minister ",True
Myanmar's Suu Kyi lauds choice of ethnic and army-backed parliamentary speakers ,True
A man was killed by the blast that forced Somali emergency landing: officials  ,True
Germany investigates Syrian student suspected of making ISIS video ,True
Iraq building security wall around Baghdad: military commander ,True
"Trying to stem refugee influx, Sweden asks: When is a child not a child? ",True
Three Palestinians shot dead after carrying out attack in Jerusalem: police ,True
Japan's military is on alert over North Korea's planned rocket launch. More:  ,True
"Arabs, Kurds retake northern Iraq village from Islamic State ",True
"Lebanese army kills six, arrests 16 militants in border town ",True
Hundreds flee conflict-hit area in southeast Turkey as curfew lifted ,True
WHO's Europe chief says risk of Zika virus spreading into Europe increases with the onset of spring and summer.,True
U.S. says making progress in aircraft carrier collaboration with India ,True
"Irish PM calls election, cites economy as launches campaign ",True
"U.N. scrambles to sustain Syria talks, Russia vows to crush 'terrorists' ",True
Egyptian forces kill two militants in clashes in upscale Cairo area ,True
"China 'notes' Pope's new year greeting, calls for flexibility ",True
One killed by blast that forced Somali emergency landing: officials ,True
"Farce, joke or delusion? British press trashes Cameron's EU deal ",True
Germany's Steinmeier tells Iran's Rouhani: please visit Germany ,True
Lavrov: Russia won't stop Syria strikes until 'terrorists' defeated ,True
Australian asylum ruling paves way for deportation of infants  ,True
Ukraine's Poroshenko sees increased risk of open war with Russia  ,True
U.S. says open to patrols with Philippines in waters disputed with China ,True
Japan readies military to shoot down North Korean rocket  ,True
"Saudi court commutes Palestinian poet's death sentence to jail, lashes: lawyer ",True
"Oil futures drop for 3rd session on rising crude stocks, oversupply  ",True
Slovenia to offer military instructors in fight against ISIS ,True
Trump: 'Tinge' of sadness over losing Iowa  ,True
"Declaring de-radicalisation success, China reduces 11 sentences ",True
"Oil futures drop for third session on rising crude stocks, oversupply  ",True
Australian court paves way for deportation of infant asylum seekers  ,True
"U.S. northern Midwest sees blizzards, tornadoes hit South  ",True
Family of Oregon occupier shot by law enforcement alleges cover-up  ,True
Canadian who says he fought Islamic State detained in Australia ,True
"Murder rate dips, but Venezuela still global hotspot ",True
Swiss say Malaysian Prime Minister Najib not accused in 1MDB probe ,True
Hezbollah kills four Qaeda-linked militants in north Lebanon: security source ,True
