text,humor
David Cameron's final push for EU deal:  ,False
Oil powers meet in Doha for private pow-wow as $30 crude woes mount:  ,False
"U.N. rights boss urges China to release lawyers, treat HK booksellers fairly ",False
Turkish artillery returns fire 'in kind' into Syria: military sources ,False
French ex-president Sarkozy questioned by judges on funding ,False
Belgium detains 10 people in IS recruitment investigation ,False
Cameron back in Brussels in final push for EU deal ,False
Ukraine president's party to condemn government's performance: leader ,False
Top officials escape assassination attempt in Yemen's Aden: security source ,False
Austria says migrant flow to be slowed 'step by step': report ,False
Obama to visit Vietnam in May: White House  ,False
Greece says four of five migrant hotspot centers ready ,False
Chinese Uighur suspects deny Bangkok bomb charges in court ,False
Insight: Not in my backyard? Mainstream Scandinavia warily eyes record immigration  ,False
Streets of Congo capital quiet at start of general strike ,False
Australia to ask China if others will get access to reclaimed South China Sea islands ,False
"New York police probe assault claim against Eliot Spitzer, lawyer disputes  ",False
White House says expects China will support new sanctions on North Korea  ,False
Volatility spurring deeper cooperation with Japan - Australia foreign minister ,False
"Germany expects 500,000 refugees this year: newspaper ",False
"""You cannot dialogue with the devil,"" Pope Francis warns on Mexico visit. More here:  ",False
Europe has ended five years of sanctions on Belarus:  ,False
At least 23 dead as missiles hit three hospitals and a school in Syrian towns:  ,False
"For a veteran Turkish smuggler, only an army could stop the flow of migrants:  ",False
Turkey vows 'harsh reaction' as missiles hit Syrian town:  ,False
U.S. admiral warns against Chinese fighter flights from South China Sea runways:  ,False
Italy sends more troops to Naples after jump in killings ,False
"For veteran Turkish smuggler, only an army could stop migrant flow ",False
Investigator asks U.N. to notify Kim Jong Un of possible probe for crimes against humanity:  ,False
"Russia gets a cold, ex-Soviet neighbours catch pneumonia:  ",False
"Slovakia's ruling leftists set to win election, lose majority: poll:  ",False
"Samples confirm Islamic State used mustard gas in Iraq, diplomat says.  ",False
"In one of its poorest and most dangerous cities, Pope Francis slams Mexico´s rich:  ",False
"Cameron seeks French, EU help on deal, avoids Farage ",False
Lebanon presidency deadlock persists as Hariri stands by Franjieh ,False
Ukraine bans Russian cargo trucks in tit-for-tat move:  ,False
"Turkey, Israel close to deal on compensation over Mavi Marmara: Turkish official ",False
"EU agrees not to extend sanctions on Belarus, leaves arms embargo ",False
"Nearly 5,700 buildings in Iraq's Ramadi need repair, U.N. says ",False
Israel cabinet vote imminent on plan to increase Palestinian workers ,False
Samarra's Sunnis fear displacement a decade after Iraq shrine attack ,False
Investigator asks U.N. to notify North Korea's Kim of probe for crimes against humanity ,False
Four Americans held in Bahrain as island marks uprising anniversary ,False
Bulgaria charges three Syrians with trying to join Islamic State ,False
Indian students protest in thousands as government cracks down on dissent ,False
Islamists kill Somalia's former defense minister with car bomb:  ,False
"Seized Marcos property, jewelry up for sale:  ",False
Pope heads to Mexico's indigenous south as Catholic fervor fades ,False
Buddhist monks scuffle with troops in Thailand over leadership protest ,False
"Philippines to put up for sale seized Marcos property, jewelry ",False
Ukrainian prosecutor quits over corruption as government teeters ,False
EU's Tusk hopes for Brussels deal on Britain's reform demands ,False
Sri Lankan president seeks to win back EU relief on garment exports ,False
EU's Mogherini says no Cold War with Russia as Syria truce agreed ,False
Former U.N. war court convict arrested in Bosnia on fresh war crimes charges ,False
"In Syrian war, a bigger role for Russian strategists ",False
Nearly two-thirds of Czechs oppose taking in war refugees: poll ,False
Former Israeli PM Olmert insists on innocence as jail term begins:  ,False
"China urges United States, North Korea to hold direct talks:  ",False
"EU nations, Turkey set to meet on Thursday on migration crisis ",False
Ankara 'shocked' by U.S. comments putting Kurdish YPG and Turkey in same basket: formin spox ,False
Global slowdown fears overshadow Singapore aviation show:  ,False
China's military sets up anti-corruption hotline ,False
"Turkey denies soldiers entered Syria, says has no such plans:  ",False
MSF-backed hospital in Syria destroyed by air strikes: statement: ,False
"Seven Russian missiles struck Syria's Azaz, death toll to exceed 14: Turkish official - ",False
"Ugandan police arrest opposition leader Besigye, fire teargas -witness ",False
"Missiles hit school, hospital in Syrian border town, 14 dead: residents ",False
Ethnic rebels' show of force highlights Suu Kyi's peace challenge ,False
Russia to continue air strikes around Aleppo even if ceasefire is agreed: Interfax ,False
"Support in Russia for Syria strikes slips, but 59 percent still in favor ",False
Turkey will not allow Syrian town of Azaz to fall to Kurdish militia: PM ,False
"Pakistani university reopens after attack, teachers allowed guns ",False
"At least 14 dead as missiles hit hospital and school sheltering refugees in Azaz, Syria, medics and residents say",False
EU says ready to impose more sanctions on Burundi ,False
Car bomb kills two policemen in Russia's restive Dagestan ,False
Calls in South Korea for nuclear weapons as parliamentary poll looms ,False
Bosnia files for European Union membership - EU's Mogherini ,False
Malaysian police open defamation probe against ex-PM Mahathir ,False
Russian PM says military won't stay in Syria for ever  ,False
Russia to deliver S-300 missile systems to Iran in nearest time: RIA ,False
Turkey not considering sending troops into Syria: agency  ,False
Chinese Uighur was tortured into confessing role in Bangkok bomb: lawyer ,False
South Korean army helicopter crash kills three ,False
"Obama, Southeast Asia leaders eye China and trade at California summit ",False
Indian-American Judge who could replace Scalia worked on controversial cases for business ,False
"As Indonesia hunts down Islamic State, homegrown jihadis regroup  ",False
Australian PM Turnbull losing shine ahead of elections ,False
Global aviation had fewer fatal accidents in 'extraordinarily safe' 2015: IATA ,False
Ex-general who led Myanmar from dictatorship leaves mixed legacy  ,False
Beijing's top official in Hong Kong calls rioters 'radical separatists' ,False
Senator McCain says could subpoena U.S. sailors held by Iran ,False
Libya's presidential council announces revised unity government ,False
"U.S. senators urge Poland to respect democracy, rule of law ",False
"Hariri says Lebanon will never be an ""Iranian province"" ",False
No date set for Saudi king's visit to Russia: SPA ,False
Congo opposition leader arrested ahead of anti-president strike ,False
Czech PM says ready to protect Balkan borders in migrant crisis ,False
Modi urged to make reality match 'Make in India' hype ,False
"Follow the leader? Germany struggles as Syria, refugee crises rage ",False
Israel's Netanyahu defends gas deal in rare Supreme Court visit ,False
UAE sentences four to death for joining IS: news agency ,False
Huge fire engulfs venue at 'Make in India' event ,False
Obama to Russia's Putin: cease air campaign on moderate Syrian opposition - White House ,False
"Pope to pray for one of Mexico's poorest, most violent cities ",False
"France's Sarkozy urges party unity, lags behind popular rival ",False
Haiti opposition lawmaker chosen as interim president to fill power vacuum ,False
Top PP official resigns in Spain after corruption investigation ,False
Britain says EU reform talks will 'go to the wire' ,False
"U.S., allies conduct 27 strikes in Syria, Iraq against IS, U.S. military says ",False
Nigerian Boko Haram fighters trained in Somalia: president ,False
"Turkey shells Syrian Kurds, Russia says will keep bombing anti-Assad rebels ",False
"Bahrain on path to recovery five years after revolt, says police chief ",False
Israel says its forces shot dead three Palestinian assailants ,False
Austria wants to press ahead to protect its borders: paper ,False
Majority of Spaniards see new elections as inevitable: poll ,False
Unknown dead fill Lesbos cemetery for refugees drowned at sea ,False
Saudi Arabia says Switzerland to handle its consular affairs in Iran ,False
EU's elder statesmen to Britain: 'Don't leave us now' ,False
Egyptian court reverses policeman's jail sentence for killing activist ,False
UAE soldier killed in Yemen fighting: state news ,False
"Syrian Kurdish party rejects Turkish demands, warns against intervention ",False
"Greek police arrest three Iraqi Kurds with guns, ammunition ",False
"Grenade attack kills child, wounds his father in Burundi's capital ",False
Turkey shells northern Syria for second day: monitor ,False
Kerry in Albania to encourage anti-corruption reforms ,False
'Project Panic' rather than love may keep Britain in EU  ,False
Civilian casualties in Afghanistan hit record high: U.N.  ,False
Scalia's death set to affect court's rulings in current term  ,False
"New Zealand's Christchurch rocked by 5.7 magnitude quake, cliffs collapse into sea ",False
Asian-American judges among Obama's options as he seeks to replace Scalia ,False
North Korea took 70 percent of Kaesong wages for weapons program: South Korea  ,False
Reaction to death of U.S. Justice Scalia  ,False
"U.S. Justice Scalia, conservative icon, dead at 79  ",False
North Korea govt took 70 percent of money paid for Kaesong workers: South Korea ,False
Central Africans head to polls to vote for peace ,False
Chad appoints new prime minister two months before election ,False
Alleged killer of Mexican journalist arrested in Veracruz ,False
"A polarizing force, Haiti's former soldiers return to streets ",False
Uganda's Yoweri Museveni defends record in presidential debate ,False
Swedish police investigate killing at refugee center ,False
"Turkey strikes Kurdish militia in Syria, demands it withdraw ",False
Britons expect Cameron to get poor EU deal: poll ,False
Afghan Taliban use captured Humvees in suicide attack ,False
Irish government parties' support falls two weeks from election: poll ,False
Outgoing U.S. commander says mission in Afghanistan not changing ,False
Italian student showed signs of electrocution - Egypt forensic source ,False
Libyan naval forces in Tripoli say have seized foreign tanker ,False
Poland wants punishments for use of 'Polish death camp' phrase ,False
Poland unlikely to send troops to fight Islamic State: report ,False
"U.S., allies say target Islamic State with 20 strikes in Iraq, Syria ",False
French PM rejects permanent quota system for refugees ,False
Merkel urges patience on refugees ahead of crucial state elections ,False
"Pope urges peace in Mexico's poor, violent corners ",False
Oman leader Sultan Qaboos to travel to Germany for medical checks ,False
Havel's architect Borek Sipek dies aged 66 ,False
Russia warns of new Cold War as east Ukraine violence surges ,False
U.S. commander sees al Qaeda Africa group strengthening ,False
Gunmen kill two in Burundi as marchers rally against Rwanda ,False
Somalia's al Shabaab say behind airline blast ,False
Afghan appeal after ex-governor kidnapped in Pakistani capital ,False
Hungarians rally against Orban's education reforms ,False
Israeli troops kill Palestinian who tried to stab soldier: army ,False
U.S. Defence Secretary says UK needs nuclear weapons for 'outsized' world role ,False
"Iraq's Sadr calls for technocratic government, swift reform ",False
"Red Cross delivers medical aid to Taiz, says 'breakthrough' in Yemen ",False
"Russia, facing widespread criticism, denies bombing civilians in Syria ",False
Former Indian PM Singh says Modi government failing to boost economic investment ,False
Death toll at collapsed building in Taiwanese city reaches 114 as rescue efforts end ,False
Mali Islamist group Ansar Dine claims attack on U.N. base ,False
Russian PM Medvedev says Russia not bombing civilians in Syria ,False
Bank of Baroda posts Q3 loss as bad loans surge  ,False
Myanmar army chief to get five year extension as talks with Suu Kyi continue-media  ,False
U.S. OKs sale of 8 Lockheed F-16 fighter jets to Pakistan - Pentagon  ,False
China foreign minister urges U.S. caution on missile system  ,False
"'No Bashar al-Assad in the future', says Saudi foreign minister: report  ",False
"Russia keeps bombing despite Syria truce, Assad vows to fight on  ",False
Cameron defends Britain's desire for sovereignty before EU summit ,False
Germany's Merkel says getting confident about UK deal with EU ,False
Our top photos of the week from around the world:  ,False
Candidates promise peace ahead of Central African elections ,False
U.S. okays sale of eight Lockheed F-16 fighter jets to Pakistan: Pentagon ,False
First encounter in history between Roman Catholic pope and Russian Orthodox patriarch:  ,False
Calls for more assistance for migrants and refugees:  ,False
Pope Francis heads to Cuba for historic meeting. Twitter reacts:  ,False
"Iraq says moving troops, preparing offensive to retake Mosul ",False
"After short, tense meeting, Spain's Socialist head rejects backing Rajoy ",False
Pope arrives in Cuba to meet Russian Orthodox patriarch ,False
Israel says has mended fences with EU in Netanyahu-Mogherini call ,False
Iran says ready to put rivalries aside with Saudi Arabia ,False
Spain's Socialist leader hopes for confidence vote at beginning of March ,False
FIFA ethics committee bans Valcke for 12 years. Details -  ,False
Thousands of Egyptian doctors protest over alleged police brutality ,False
Why thousands of Iraqi refugees are leaving Finland voluntarily:   ,False
Interpol refuses Russian request for Khodorkovsky search notice: TASS ,False
"NATO-Russia Council not yet possible, Stoltenberg says ",False
"Quake hits eastern Indonesia island, communications down ",False
South Sudan rebel leader wants soldiers out in further hurdle to peace deal ,False
"China rules out joining anti-terrorism coalitions, says helping Iraq ",False
Student tortured and killed in Egypt given funeral at home in Italy ,False
Three Iraqi presidential guards kidnapped near northern town: sources ,False
Iraqi PM says has won back half of ISIS-held territories ,False
"If ribs visible, you were candidate for crematorium, Auschwitz survivor tells Nazi trial ",False
Moscow court rejects lawsuit against Putin from Kremlin critic Navalny: RIA ,False
This is why the WHO’s lead role in global health is at risk:  ,False
Major powers agree to plan for 'cessation of hostilities' in Syria:  ,False
Colombia's ELN rebels declare 72-hour lockdown ,False
FIFA ethics committee bans former secretary general Valcke,False
WHO sees Zika link proven in weeks as U.S. and India lead vaccine race -  ,False
Thousands of Iraqi refugees leave Finland voluntarily:  ,False
Bolivia's Morales loses ground ahead of Feb. 21 referendum: poll ,False
"Srebrenica general died of natural causes, war crimes court says ",False
"Building collapses in central Istanbul, unclear if casualties: media ",False
Kenya's Ruto hopes for Hague victory due to lost witness testimony ,False
India's top court says Gandhis need to face trial in graft case ,False
"In Myanmar, political mood sours as transition talks hit a snag ",False
"Millennium after split, pope and Russian church to meet in Cuba ",False
Turkish military says killed 27 Kurdish militants in southeast ,False
Turning over new leaf: Ousted Thai PM picks lettuce for the cameras ,False
Rwanda to send Burundi refugees to other countries after U.S. warning ,False
Greek police fire tear gas at angry farmers rallying in Athens ,False
"China supports adoption of U.N. resolution to make North Korea ""pay necessary price"" for recent behavior - foreign minister",False
Philippines considers two-way sea talks with China - if wins case at The Hague ,False
Italy's Renzi rejects Church interference in gay civil unions debate ,False
Britain says missing Hong Kong bookseller 'involuntarily removed' to China:  ,False
"Suspected Islamist militants attack Mali U.N. base, several dead ",False
India's top court calls for improved compensation for rape victims ,False
Yellen's dilemma: A downturn with no easy response  ,False
"South Korea, U.S. to discuss missile defense, South cuts power to Kaesong park  ",False
"Pakistan arrests 97 al-Qaeda and other militants, foils planned jailbreak ",False
"With prize in sight, Brexit camp risks dashing its dream ",False
Oregon occupiers warn authorities of booby traps at refuge  ,False
Australian Cabinet minister resigns over unofficial China trip ,False
Woman whose family inspired Oregon standoff hopes more challenge govt  ,False
"Crude prices jump 5 pct, but oversupply still damps outlook  ",False
"Venezuela top court grants Maduro economic emergency powers, opposition cries foul ",False
Beijing offers support for Hong Kong after New Year violence  ,False
State Dept. subpoenaed documents from Clinton Foundation: report  ,False
"South Korea cuts off power, water into Kaesong zone in North Korea  ",False
"In Myanmar, slum eviction highlights Suu Kyi's military challenge ",False
Major powers agree on plan to break Syria deadlock ,False
"Final communique on Syria has been agreed, Western diplomatic source says",False
Taiwan city looks at developer's other buildings after quake collapse ,False
"Citing Reuters story, Russian anti-corruption campaigner Navalny files lawsuit against Putin  ",False
No plans at this time for joint U.S.-India navy patrols: State Dept. ,False
U.S. says has no reason to doubt North Korea army chief executed ,False
"Iran's main opposition leaderless, but insists it's not a spent force ",False
"Saudi warns U.N., aid workers to leave rebel-held areas in Yemen ",False
"Brother of ex-Chinese official sharing golf secrets in U.S., not state secrets - attorney ",False
South Sudan president Kiir appoints rival Machar as vice president ,False
"Obama, Netanyahu may agree defense deal in Washington next month, envoy says ",False
Russia boosts ties with Iraq in challenge to U.S. influence ,False
South Africa to procure nuclear energy at affordable scale: Zuma ,False
Russia raises specter of permanent or 'world war' if Syria talks fail ,False
"Central Europeans need to do more to help refugees, U.N. agency says ",False
Myanmar's outgoing president cancels visit to U.S.-ASEAN summit next week ,False
Former Pakistan military leader Musharraf hospitalized with chest pain ,False
Cypriot president says peace talks make progress but work needed ,False
" Einstein was right, again: gravitational waves detected.  ",False
U.N. mission sends Burundi officers home over unrest ,False
"Biden, Poroshenko discuss need for reforms in Ukraine: White House ",False
U.S. has 'significantly' upped strikes on Islamic State in Afghanistan: general ,False
Who’s paying for the WHO – and for how long?  ,False
French PM Valls says new government to keep up reforms ,False
Romanian PM dismisses tax chiefs over EU funds fraud inquiry ,False
LIGO finds gravitational waves - and here's how Twitter reacted.  ,False
Kremlin critic Navalny files lawsuit against Putin ,False
Iraqi PM discourages Kurdish independence referendum ,False
France's Hollande reshuffles his government before 2017 elections ,False
Kerry wants 'all or nothing' truce at Syria talks ,False
NATO allies launch sea mission against people-smugglers:  ,False
U.N. rights expert accuses Israel of excessive force against Palestinians ,False
North Korea says South's pulling out of industrial zone is a 'declaration of war':  ,False
Ripple effect: scientists await word on gravitational waves -  ,False
EU leaders left to iron out remaining issues in Britain talks next week ,False
French left-winger to run for presidency in setback for Hollande:  ,False
"U.S. planes bombed Aleppo, not ours: Russia -  ",False
Greeks at frontline of migrant crisis angry at Europe's criticism ,False
"Attacker shoots at offices in Saudi Arabia, six dead ",False
Gun attack on Education Department in Saudi Arabia killed six employees,False
South's move out of industrial zone seen as 'declaration of war' by North Korea:  ,False
U.S. tells allies campaign to defeat Islamic State must be accelerated ,False
Prison riot in northeast Mexico kills dozens: local media ,False
"Auschwitz guard, 94, goes on trial in Germany:  ",False
Pro-government forces seize camp outside Yemen capital ,False
Turkish security operations against militants in southeast town complete: interior minister ,False
Turkey's Erdogan warns patience will run out on Syria:  ,False
"Turkey-Israel talks to restore ties going well, no deal yet: AKP spokesman ",False
"Yen, bonds, gold all gain at dollar's expense, stocks slump:  ",False
Iran's Rouhani calls for political unity before crucial votes: TV ,False
"EU warns UK deal 'fragile' as Paris, East seek changes:",False
"China warns on South China Sea as U.S., India consider patrols ",False
"Auschwitz guard, 94, stands trial in Germany ",False
"Any NATO refugee mission would go after smugglers, U.S.'s Carter says ",False
Suspected Islamist militants kill three at Mali customs post ,False
Nigeria faces new rift over alleged Shi'ite massacre ,False
Indian soldier found alive after six days buried under avalanche dies ,False
"Australia directed officials how to address Nauru rights concerns, documents show  ",False
French left-winger Melenchon to run for presidency in upset for Hollande ,False
Netherlands to form 300-strong border guard for international missions ,False
"Russia says U.S. planes bombed Syria's Aleppo on Wednesday, not Russian ones: TASS  ",False
Flint has highest rate of vacant homes in United States: report  ,False
Dozens face riot charges over Hong Kong Lunar New Year violence ,False
"Greek navy helicopter crashes in Aegean, killing three ",False
FBI tightens grip on final occupiers at Oregon wildlife refuge  ,False
Thailand's 'sea gypsies' fight for access to ancestral shrines ,False
Syrian Kurdish forces said to capture most of rebel-held former military airport ,False
Australian looks set for climate skeptic deputy PM ,False
North Korea feels global pressure but not completely ostracized ,False
"Short of options, Sri Lanka turns back to Beijing's embrace  ",False
FBI moving in on last four occupiers at Oregon wildlife refuge  ,False
"North Korea satellite not transmitting, but rocket payload a concern: U.S.  ",False
"Ex-president of El Salvador faces trial over source of $700,000 ",False
"Turkey, Greece seek NATO mission in Aegean: German official ",False
"With fewer U.S. troops in Afghanistan, pressure grows for more air strikes ",False
Senate votes overwhelmingly for tougher North Korea sanctions ,False
Consternation at Austrian case of Nazi camp survivors called 'a plague' ,False
U.N. Security Council members push Russia to stop Aleppo bombing ,False
Russia proposes March 1 ceasefire in Syria: Western official ,False
Female suicide bombers kill over 60 people in northeast Nigeria: officials. ,False
Syrian rebels demand U.S. action ahead of peace talks:  ,False
Damascus expects tough but short battle for Aleppo ,False
Poland to join fight versus Islamic State in return for NATO help in east ,False
Norway is soul-searching over killer Breivik's lawsuit.  ,False
U.S. says raised concerns with Rwanda over its activities in Burundi ,False
Prosecutor recommends life in prison for former Chad ruler ,False
More than 60 people killed in suicide bombs in Nigeria: officials ,False
U.S. and India are considering joint patrols in South China Sea - U.S. official.  ,False
EU-UK deal 'very fragile' but Tusk hopeful for summit ,False
"North Korea has executed its army chief of staff, according to South Korean media reports.  ",False
Stalin-era prison chief jailed for 20 years in Romania:  ,False
Latest poll indicates growing support for British EU exit ,False
Colombian rebels promise end to use of child soldiers ,False
Putin may benefit from meeting of pope and patriarch ,False
U.S. envoy says Islamic State branch in Libya greatest cause for concern ,False
Saudi King Salman to visit Moscow in mid-March: RIA cites Kremlin aide ,False
"Follow the gun, save the elephant:  ",False
"France's Fabius leaves office, wider reshuffle due:  ",False
"In Yemen war, hospitals bombed to rubble, starvation spreads ",False
"Greek PM offers talks on pension reform, rebuffed by farmers:  ",False
Erdogan chastises U.S. over support for Syrian Kurds:  ,False
Wounded Syrian rebels say Russia crippling their insurgency ,False
German train crash investigations focus on signal controller: source ,False
Probe into German train crash is focusing on human error by signals controller - source involved in investigation.,False
NATO to agree new Russian deterrent but avoid Cold War footing ,False
North Korea executes army chief of staff - South Korean media:  ,False
Israeli troops kill stone-throwing Palestinian youth in West Bank ,False
Somali militants planning attacks disguised as peacekeepers: AU force ,False
"Iran to upgrade missiles, get Russian defense system: minister:  ",False
"U.S. &amp, India consider joint patrols in South China Sea - U.S. official -  ",False
Ayatollah Khomeini's grandson banned from running in Iran election after losing appeal ,False
At least six killed at Cameroon funeral by two suicide attackers ,False
North Korea satellite in stable orbit but not seen transmitting: U.S. sources -  ,False
Kremlin critic Mikhail Kasyanov says life threatened in Moscow incident ,False
"Forensic team finds remains in Mexico dump, but no sign of 43 students:  ",False
"France's Fabius leaves office, reshuffle due ",False
Russia says NATO's planned easward build-up is destabilizing ,False
Scant hope of Syria peace breakthrough as Russia pounds rebels ,False
Fighting kills at least 500 in Aleppo province since Syrian army offensive began: monitor ,False
"Turkey detains 34 people with explosives, suicide vests at Syrian border: media ",False
U.S. to study Zika link to Guillain-Barre in Puerto Rico  ,False
"Kurdish militants kill three Turkish security force members: army, media ",False
Libya must lead anti-Islamic State effort: Egypt's foreign minister ,False
"Trump raps Merkel over migrants, says U.S. could have good relations with Putin ",False
Report card on aboriginal Australians paints bleak picture  ,False
Legal proceedings for Sgt. Bergdahl halted due to classified material  ,False
U.N. to discuss Syria humanitarian situation ahead of Munich talks ,False
White House: disputes over South China Sea must not involve 'bullying' ,False
French plan advances to strip passports from those convicted of terrorism ,False
U.S. looks to shore up allies' support to battle Islamic State ,False
Islamic State unlikely to be ejected from Mosul in 2016: U.S. general ,False
Founding members say European Union is in bad shape ,False
Chad president says will reintroduce constitutional term limits ,False
Iraqi PM calls for major cabinet reshuffle ,False
This was Twitter's reaction to the Fishball Revolution in Hong Kong:  ,False
North Korea may recover plutonium from restarted nuclear reactor within weeks: U.S.  ,False
"EU executive to push Greece, Italy more on migration ",False
The U.N. fears that Syrian siege could starve off civilians:  ,False
"Poland, courting NATO, plans to boost Middle East military involvement ",False
Damascus vows to recapture Aleppo from rebels. More here:  ,False
China confirms its first imported Zika case: Xinhua news agency.  ,False
North Korea may get plutonium from restarted reactor in weeks: U.S. ,False
Turkish soldier killed in operations against PKK militants ,False
U.S.-Iranian businessman's jailing sends chilling message to investors ,False
Turkey summons U.S. envoy over comments on Kurdish PYD in Syria ,False
North Korea satellite launched on weekend has stabilized in orbit around Earth: U.S. official,False
EU eyes shifting some development funds toward tackling migration crisis ,False
Greek ex-finance minister Varoufakis launches democracy movement ,False
North Korea moves toward fielding long range missile system: U.S. Intelligence Director  ,False
Hawaii's Big Island declares emergency over dengue fever infections:  ,False
U.N. fears Aleppo's isolation if troops surround the city:  ,False
South African opposition asks court to rule on Zuma's home upgrade ,False
Doctoring the W.H.O. The World Health Organization tries to heal itself ,False
Protests intensify in Iraqi Kurdistan amid economic crisis ,False
Man sets himself on fire outside London palace of Prince William ,False
Global stocks hit the rocks after Asian markets slump:  ,False
"How do the U.S. primary elections work? Here's a short explainer -
",False
"IEA sees global oil glut worsening, OPEC deal unlikely:  ",False
Bosnian Serb general Zdravko Tolimir dies in The Hague ,False
Syrian opposition insists Russia should end air strikes: Interfax:  ,False
North Korea turns to 'old workhorse' rocket to repeat past success:  ,False
Swedish prosecutor preparing new application to interview Assange ,False
Death of former leader poses potential problems for Nepal:  ,False
Hong Kong riot police fire warning shots in bloody street clashes:  ,False
"Car bomb explodes in Damascus market, several killed: Syrian TV ",False
U.N. fears for hundreds of thousands if Syria troops encircle Aleppo ,False
Thirst for coffee sparks supply worries. Watch:  ,False
"Turkey sees 70,000 Syrian refugees reaching border, 'won't close gates,' says PM ",False
"Eight people killed in German train crash, 100 injured: Bavarian police",False
The recapture of Aden fails to provide any respite from Yemen's civil war:  ,False
Iraqi military advance reconnects Ramadi to key army base ,False
Indian soldier pulled out alive after six days buried in snow ,False
"Several dead, about 100 injured in German train collision, say police ",False
U.S. troop reinforcements head for embattled southern Afghan province ,False
Arrest warrant issued for Taiwan developer after deadly quake  ,False
"Politics, princess's trial cast Spain's King Felipe in testing role ",False
Arrest warrant issued for Taiwan building developer ,False
Wave of Aden killings tests Gulf role in Yemen  ,False
Gold on course for longest winning run since 2011  ,False
PM calls for peace on Haiti's first day with no president ,False
Two corpses found in Mexico after apparent abduction ,False
Hong Kong riot police clash with protesters amid crackdown on street vendors  ,False
FBI agent says evidence manipulated in Baltimore 'Serial' hearing  ,False
U.S. military seeks to prepare Africa for shifting terror threat ,False
Wife of Islamic State leader charged in death of American: U.S. Justice Dept. ,False
U.N. group agrees to aircraft CO2 emission standards:  ,False
Dissident Irish nationalists claim fatal Dublin shooting: BBC ,False
Laptop bomb may have blown hole in Somali plane: U.S. officials ,False
Arab-Israeli lawmakers suspended for meeting families of killed Palestinians ,False
"U.S. stepping up push for ceasefire, aid in Syria: officials ",False
Israel may bank on Obama's successor for future U.S. aid pact: minister ,False
Saudi Arabia says open to sending special forces into Syria ,False
Colombia says rebels must free hostages before any peace talks ,False
Signs of life after Taiwan quake as eight-year old girl is pulled from the rubble.  ,False
U.S.-led air strikes have helped force ISIS to halve fighters' pay: senior U.S official.  ,False
What’s wrong with the World Health Organization? Diagnosis here:  ,False
Migrant arrivals to Greece's Lesbos rise after days of bad weather ,False
At least 21 Hutus killed in 'alarming' east Congo violence: U.N. ,False
Four killed in crash of Russian military helicopter ,False
"More survivors rescued two days after Taiwan quake, but death toll could exceed 100:  ",False
Kerry hopes for talks in weeks on ending Yemen conflict ,False
Turkey's Erdogan threatened to flood Europe with migrants: Greek website ,False
"Obama, Italy's Mattarella discuss fight against Islamic State in Libya ",False
"Swiss use tear gas, rubber bullets to break up Kurdish rally ",False
"Iran wants payment in euros for new and outstanding oil sales, says source.  ",False
Russian firepower helps Syrian forces edge toward Turkey border in major offensive:  ,False
U.S. officials tell athletes that skipping Olympics over Zika fears is an option  ,False
"Libya forces say conduct strikes on Islamic State in Derna, plane crashes ",False
Zika is discouraging many in the U.S. from Latin America travel. Read our  ,False
Canada to end bombing missions in Iraq and Syria ,False
Uganda police buy anti-riot gear ahead of Museveni's re-election bid ,False
"UAE plans to trim ministries, outsource most government services: PM ",False
Obama to meet with Jordan's King Abdullah: White House ,False
Groups urge Kerry to work for release of U.S. businessman held in Iran ,False
Tens killed in clashes in Turkey's Kurdish southeast ,False
Thousands of refugees may enter Britain if it leaves EU: Cameron ,False
"Faced with new influx, Turkey's open door for migrants may be closing ",False
Islamic State claims car bomb blast in Saudi capital ,False
New dinosaur species offers evolutionary clues:  ,False
Israel eyes more entry permits to Palestinian workers to douse tensions ,False
"Israel NGO bill, seen as targeting left-wing groups, set to cross first hurdle ",False
"From beyond the grave, 'Iron Lady' Thatcher haunts Britain's EU debate ",False
The World Health Organization’s critical challenge: healing itself -  ,False
Australian woman freed by al Qaeda says her husband is still alive ,False
Outraged Italy demands justice for student slain in Egypt ,False
Skipping Olympics is an option: U.S. officials - #Zika ,False
"Migrants' boat capsizes off Turkish coast, 22 drown: coast guard ",False
"ISIS forced to cut fighters' pay 50 percent because of airstrikes, says Glaser ",False
Myanmar presidential vote to start on March 17 as transition talks drag on:  ,False
North Korea rocket launch may spur U.S. missile defence buildup in Asia:  ,False
Zika virus discourages many Americans from Latin America travel -  ,False
Russian firepower helps Syrian forces edge toward Turkey border ,False
Podcast: Big changes for Israel's elite war machine. Download and find out why:   ,False
North Korea rocket launch may spur U.S. missile defense buildup in Asia ,False
Somalia plane bomber was meant to be on Turkish flight: airline executive ,False
Russia holds Islamic State group suspected of planning attacks: Ifax ,False
U.S. athletes should consider not attending Olympics if fear Zika: officials -  ,False
"Two more Taiwan quake survivors found, toll could exceed 100:  ",False
China offers rewards for online 'terrorist' tip-offs - Xinhua:  ,False
"Suicide bomber in Afghan city kills three, wounds 14:  ",False
"Some Australian asylum seekers to be deported have cancer, terminal illnesses  ",False
Myanmar presidential vote set for March 17 as transition talks drag on  ,False
"Box Office:‘Kung Fu Panda 3’ trumps ‘Hail, Caesar!  ",False
"To protect Chinese investment, Pakistan military leaves little to chance  ",False
"Haiti's mood grim as president leaves with no replacement, Carnival delayed  ",False
New York steps up efforts on crane safety after deadly collapse  ,False
"North Korean patrol boat crosses to South, retreats after warning shots ",False
